query_basename,method,T_true,T_hat,Qerror,AbsRelativeError,SuccessRate,Cost,Trials
query_cycle_6_73.graph,WJ_uniform_multi,434.0,1041.8184,1.4005032258064518,1.4005032258064518,0.00022,382,50000
query_cycle_6_73.graph,WJ_importance_multi,434.0,273.49819534563613,-0.36981982639254346,0.36981982639254346,0.00034,348,50000
query_cycle_6_76.graph,WJ_uniform_multi,3999965.0,399012.1248374512,-0.9002460959439768,0.9002460959439768,0.0377113133940182,1002,769
query_cycle_6_76.graph,WJ_importance_multi,3999965.0,1358210.5172682542,-0.6604443995714326,0.6604443995714326,0.05269461077844311,1001,835
query_cycle_6_82.graph,WJ_uniform_multi,33346.0,154808.76425554382,3.642498778130625,3.642498778130625,0.004454857444561774,1001,30304
query_cycle_6_82.graph,WJ_importance_multi,33346.0,212798.97715802133,5.381544327896039,5.381544327896039,0.003782246072282925,1000,30934
query_cycle_6_87.graph,WJ_uniform_multi,3999965.0,1225303.9235294117,-0.693671338741861,0.693671338741861,0.0392156862745098,1001,1020
query_cycle_6_87.graph,WJ_importance_multi,3999965.0,1133323.5361167886,-0.7166666368038749,0.7166666368038749,0.0364963503649635,1002,1096
query_cycle_6_88.graph,WJ_uniform_multi,1179.0,3590.13928,2.0450714843087363,2.0450714843087363,0.0004,459,50000
query_cycle_6_88.graph,WJ_importance_multi,1179.0,972.1886033878158,-0.17541255013756085,0.17541255013756085,0.00048,444,50000
query_cycle_6_89.graph,WJ_uniform_multi,2679.0,2397.5219533369504,-0.10506832648863365,0.10506832648863365,0.0011285946825827454,1001,46075
query_cycle_6_89.graph,WJ_importance_multi,2679.0,2417.727171531969,-0.0975262517611165,0.0975262517611165,0.0011727729042548202,1000,42634
query_cycle_6_92.graph,WJ_uniform_multi,3999965.0,11250823.478957916,1.8127304811311888,1.8127304811311888,0.07214428857715431,1002,499
query_cycle_6_92.graph,WJ_importance_multi,3999965.0,31127872.286893245,6.782036164539751,6.782036164539751,0.08519269776876268,1000,493
query_cycle_6_96.graph,WJ_uniform_multi,33346.0,27189.41193181818,-0.18462748360168596,0.18462748360168596,0.004362824675324675,1000,29568
query_cycle_6_96.graph,WJ_importance_multi,33346.0,37998.27898963125,0.1395153538544729,0.1395153538544729,0.0037038209503308115,1000,31589
query_cycle_8_222.graph,WJ_uniform_multi,1745210.0,4314793.232467211,1.4723633445070856,1.4723633445070856,0.00014847809948032666,1000,40410
query_cycle_8_222.graph,WJ_importance_multi,1745210.0,1216204.348908632,-0.3031186224530962,0.3031186224530962,0.0002841379963535624,1004,42233
query_cycle_8_223.graph,WJ_uniform_multi,17340.0,0.0,-1.0,1.0,0.0,55,50000
query_cycle_8_223.graph,WJ_importance_multi,17340.0,0.0,-1.0,1.0,0.0,69,50000
query_cycle_8_225.graph,WJ_uniform_multi,1542731.0,22015.91329135733,-0.9857292598052693,0.9857292598052693,0.000281928390188892,1003,31923
query_cycle_8_225.graph,WJ_importance_multi,1542731.0,865497.2827197562,-0.4389836706984197,0.4389836706984197,0.0010344034939851353,1002,26102
query_cycle_8_232.graph,WJ_uniform_multi,88626.0,60556.10792,-0.31672299415521404,0.31672299415521404,8e-05,184,50000
query_cycle_8_232.graph,WJ_importance_multi,88626.0,90.5975914819598,-0.9989777538026995,0.9989777538026995,4e-05,170,50000
query_cycle_8_249.graph,WJ_uniform_multi,396355.0,73753.30116,-0.8139211031524769,0.8139211031524769,0.0001,600,50000
query_cycle_8_249.graph,WJ_importance_multi,396355.0,947189.5244013655,1.3897504116293866,1.3897504116293866,0.00034,584,50000
query_cycle_8_250.graph,WJ_uniform_multi,396355.0,2296.96152,-0.9942047873244945,0.9942047873244945,8e-05,552,50000
query_cycle_8_250.graph,WJ_importance_multi,396355.0,314.56408477117253,-0.9992063577228213,0.9992063577228213,8e-05,446,50000
query_cycle_8_251.graph,WJ_uniform_multi,1330345.0,878658.2521526718,-0.33952602358585793,0.33952602358585793,0.0004885496183206107,1002,32750
query_cycle_8_251.graph,WJ_importance_multi,1330345.0,1276813.0101881525,-0.04023917841751384,0.04023917841751384,0.00034070582890888956,1001,35221
query_cycle_8_254.graph,WJ_uniform_multi,346202.0,157624.61481586003,-0.544703338467542,0.544703338467542,0.0003668689149146324,1000,35435
query_cycle_8_254.graph,WJ_importance_multi,346202.0,2894.123288156499,-0.9916403623082578,0.9916403623082578,0.00044496710421765246,1001,31463
query_cycle_8_261.graph,WJ_uniform_multi,224284.0,59394.88044814865,-0.7351800375945291,0.7351800375945291,0.0007173111080748736,1003,29276
query_cycle_8_261.graph,WJ_importance_multi,224284.0,35417.683692982915,-0.8420855536151357,0.8420855536151357,0.0005956517422813462,1000,30219
query_cycle_8_262.graph,WJ_uniform_multi,809416.0,1059076.351800414,0.3084450416107589,0.3084450416107589,0.0009595474976011312,1001,19801
query_cycle_8_262.graph,WJ_importance_multi,809416.0,154569.26125141536,-0.8090360689047222,0.8090360689047222,0.0008068854222700376,1002,22308
query_cycle_8_264.graph,WJ_uniform_multi,396355.0,9164.69456,-0.9768775603688613,0.9768775603688613,8e-05,589,50000
query_cycle_8_264.graph,WJ_importance_multi,396355.0,67200.5955467548,-0.8304535188233912,0.8304535188233912,0.00016,538,50000
query_cycle_8_265.graph,WJ_uniform_multi,1330345.0,579031.471970665,-0.564750893963096,0.564750893963096,0.0008333796322017889,1000,17999
query_cycle_8_265.graph,WJ_importance_multi,1330345.0,121427.97046230336,-0.9087244508286922,0.9087244508286922,0.0007605007605007605,1002,17094
query_cycle_8_268.graph,WJ_uniform_multi,250957.0,59364.56422128203,-0.7634472669768844,0.7634472669768844,0.0005587930071046539,1001,25054
query_cycle_8_268.graph,WJ_importance_multi,250957.0,131342.56734662174,-0.4766331788050473,0.4766331788050473,0.0008459860189678971,1000,22459
query_cycle_8_270.graph,WJ_uniform_multi,438248.0,0.0,-1.0,1.0,0.0,296,50000
query_cycle_8_270.graph,WJ_importance_multi,438248.0,101.91587720164937,-0.9997674470226866,0.9997674470226866,2e-05,310,50000
query_cycle_8_274.graph,WJ_uniform_multi,694230.0,581957.8750224457,-0.16172179965941302,0.16172179965941302,0.001481414975758664,1002,22276
query_cycle_8_274.graph,WJ_importance_multi,694230.0,24555.045176266827,-0.9646298126323166,0.9646298126323166,0.0009587328053355565,1001,23990
query_cycle_8_281.graph,WJ_uniform_multi,417444.0,1779.3368916492796,-0.9957375434988902,0.9957375434988902,0.00019408996069678297,1003,41218
query_cycle_8_281.graph,WJ_importance_multi,417444.0,258767.2702868666,-0.3801150087511939,0.3801150087511939,0.0004304015393184465,1000,39498
query_cycle_8_292.graph,WJ_uniform_multi,45134.0,56278.03776,0.24691004032436742,0.24691004032436742,0.00028,872,50000
query_cycle_8_292.graph,WJ_importance_multi,45134.0,22992.92201401483,-0.49056316714639003,0.49056316714639003,0.00042,815,50000
query_cycle_8_302.graph,WJ_uniform_multi,1330345.0,52444.87376087396,-0.9605779900996554,0.9605779900996554,0.000303459437588509,1004,19772
query_cycle_8_302.graph,WJ_importance_multi,1330345.0,659180.1332466222,-0.5045043704853838,0.5045043704853838,0.0008798944126704796,1000,18184
query_cycle_8_304.graph,WJ_uniform_multi,20293.0,58016.88228,1.8589603449465333,1.8589603449465333,0.00028,451,50000
query_cycle_8_304.graph,WJ_importance_multi,20293.0,21905.097598366203,0.07944106826818129,0.07944106826818129,0.00024,515,50000
query_cycle_8_309.graph,WJ_uniform_multi,412368.0,17153.62264,-0.9584021489543321,0.9584021489543321,6e-05,644,50000
query_cycle_8_309.graph,WJ_importance_multi,412368.0,7305.133019607296,-0.9822849177928276,0.9822849177928276,0.0001,467,50000
query_cycle_8_314.graph,WJ_uniform_multi,3952096.0,20785.369832855362,-0.9947406718275935,0.9947406718275935,0.00023174299701630893,1002,34521
query_cycle_8_314.graph,WJ_importance_multi,3952096.0,154810.31820212616,-0.9608283001723322,0.9608283001723322,0.0006119742970795227,1002,29413
query_cycle_8_316.graph,WJ_uniform_multi,694230.0,97536.08579088472,-0.8595046514975085,0.8595046514975085,0.0008511000468105026,1000,23499
query_cycle_8_316.graph,WJ_importance_multi,694230.0,289781.12877093855,-0.5825862772122516,0.5825862772122516,0.0014753742677370363,1002,23045
query_cycle_8_318.graph,WJ_uniform_multi,1330345.0,5440894.615415617,3.089837309431476,3.089837309431476,0.0005541561712846348,1004,19850
query_cycle_8_318.graph,WJ_importance_multi,1330345.0,1416486.9171500087,0.06475156230151481,0.06475156230151481,0.0006493155132298036,1000,18481
query_cycle_8_326.graph,WJ_uniform_multi,888985.0,48119.682015899205,-0.9458712104074881,0.9458712104074881,0.0014999250037498126,1003,6667
query_cycle_8_326.graph,WJ_importance_multi,888985.0,125772.08798324161,-0.858521698360218,0.858521698360218,0.0028192371475953566,1001,6030
query_cycle_8_329.graph,WJ_uniform_multi,1330345.0,464915.3214669114,-0.6505302598446934,0.6505302598446934,0.00020777781625515117,1004,28877
query_cycle_8_329.graph,WJ_importance_multi,1330345.0,6207133.258282541,3.6658071840631874,3.6658071840631874,0.0005446623093681918,1003,33048
query_cycle_8_332.graph,WJ_uniform_multi,7857.0,0.0,-1.0,1.0,0.0,120,50000
query_cycle_8_332.graph,WJ_importance_multi,7857.0,33112.935940159936,3.2144502914802007,3.2144502914802007,6e-05,137,50000
query_cycle_8_335.graph,WJ_uniform_multi,888985.0,1205509.5757409441,0.35605164962394653,0.35605164962394653,0.0052140504939626785,1003,3644
query_cycle_8_335.graph,WJ_importance_multi,888985.0,2408878.6936424645,1.7096955445170217,1.7096955445170217,0.00766384778012685,1000,3784
query_cycle_8_337.graph,WJ_uniform_multi,470730.0,62371.84856,-0.8674997375140738,0.8674997375140738,0.00014,709,50000
query_cycle_8_337.graph,WJ_importance_multi,470730.0,46036.35417401809,-0.902202208964761,0.902202208964761,0.00018,561,50000
query_cycle_8_342.graph,WJ_uniform_multi,694230.0,22979.126204808796,-0.9668998369347207,0.9668998369347207,0.0009046939698667317,1001,28739
query_cycle_8_342.graph,WJ_importance_multi,694230.0,4756620.317282787,5.8516490461126525,5.8516490461126525,0.0009723572718433116,1000,28796
query_cycle_8_347.graph,WJ_uniform_multi,2334314.0,0.0,-1.0,1.0,0.0,590,50000
query_cycle_8_347.graph,WJ_importance_multi,2334314.0,12300.387810928838,-0.9947306198690798,0.9947306198690798,0.00012,667,50000
query_cycle_8_355.graph,WJ_uniform_multi,694230.0,38424.253511235955,-0.9446519834763177,0.9446519834763177,0.0008778089887640449,1002,22784
query_cycle_8_355.graph,WJ_importance_multi,694230.0,26875.265433229197,-0.96128766340661,0.96128766340661,0.0011759764804703905,1000,23810
query_cycle_8_362.graph,WJ_uniform_multi,417444.0,316512.42730543547,-0.24178470092890192,0.24178470092890192,0.0004346461256127303,1001,41413
query_cycle_8_362.graph,WJ_importance_multi,417444.0,129490.2670667064,-0.6898020643087304,0.6898020643087304,0.0004429801489520751,1001,36119
query_cycle_8_372.graph,WJ_uniform_multi,360868.0,80976.37697901517,-0.7756066567858186,0.7756066567858186,0.0004570953667151465,1002,24065
query_cycle_8_372.graph,WJ_importance_multi,360868.0,264223.1722003953,-0.26781213019609573,0.26781213019609573,0.0010109364948074626,1000,21762
query_cycle_8_375.graph,WJ_uniform_multi,438248.0,1835.5848,-0.9958115386721673,0.9958115386721673,6e-05,253,50000
query_cycle_8_375.graph,WJ_importance_multi,438248.0,0.0,-1.0,1.0,0.0,295,50000
query_cycle_8_376.graph,WJ_uniform_multi,694230.0,81239.71045003814,-0.8829786807685664,0.8829786807685664,0.0021357742181540807,1003,13110
query_cycle_8_376.graph,WJ_importance_multi,694230.0,214412.3630685449,-0.6911508245559183,0.6911508245559183,0.0019163417696425032,1001,15133
query_cycle_8_378.graph,WJ_uniform_multi,406518.0,159532.93479473633,-0.6075624331647398,0.6075624331647398,0.00022971154792767368,1004,30473
query_cycle_8_378.graph,WJ_importance_multi,406518.0,57654.87096787067,-0.8581738792184584,0.8581738792184584,0.00045770399034660676,1001,24033
query_cycle_8_383.graph,WJ_uniform_multi,363155.0,90079.26584403592,-0.751953667596382,0.751953667596382,0.0009233610341643582,1001,11913
query_cycle_8_383.graph,WJ_importance_multi,363155.0,406925.9917218163,0.12052977852932302,0.12052977852932302,0.0015017520440513933,1002,11986
query_cycle_8_387.graph,WJ_uniform_multi,150678.0,5897.02288,-0.9608634115132932,0.9608634115132932,0.0001,653,50000
query_cycle_8_387.graph,WJ_importance_multi,150678.0,21131.273934686706,-0.8597587309714311,0.8597587309714311,0.00026,784,50000
query_cycle_8_543.graph,WJ_uniform_multi,694230.0,32013.806392274088,-0.9538858787544847,0.9538858787544847,0.000722662024110633,1001,30443
query_cycle_8_543.graph,WJ_importance_multi,694230.0,51311.63671196297,-0.9260884192386342,0.9260884192386342,0.001172124742487746,1000,28154
query_cycle_8_592.graph,WJ_uniform_multi,1256144.0,67840.56832,-0.9459930005477079,0.9459930005477079,0.00022,910,50000
query_cycle_8_592.graph,WJ_importance_multi,1256144.0,3486267.2655095793,1.7753723024665797,1.7753723024665797,0.00016,844,50000
query_path_4_0.graph,WJ_uniform_multi,2612357.0,5045349.808988764,0.9313400921040899,0.9313400921040899,0.19288389513108614,1001,534
query_path_4_0.graph,WJ_importance_multi,2612357.0,7841663.071231357,2.001757826832763,2.001757826832763,0.3364485981308411,1001,535
query_path_4_1.graph,WJ_uniform_multi,2612357.0,47629384.08971962,17.232341173017172,17.232341173017172,0.19626168224299065,1001,535
query_path_4_1.graph,WJ_importance_multi,2612357.0,4061883.994703389,0.5548732407949559,0.5548732407949559,0.3104089219330855,1000,538
query_path_4_10.graph,WJ_uniform_multi,375950.0,756223.8154425612,1.0115010385491718,1.0115010385491718,0.224105461393597,1000,531
query_path_4_10.graph,WJ_importance_multi,375950.0,796805.1500426404,1.1194444741126224,1.1194444741126224,0.33153153153153153,1001,555
query_path_4_11.graph,WJ_uniform_multi,93742.0,31954.96153846154,-0.6591179883247473,0.6591179883247473,0.018200549450549452,1001,2912
query_path_4_11.graph,WJ_importance_multi,93742.0,49722.33064878803,-0.4695832108469199,0.4695832108469199,0.02150158618258724,1000,2837
query_path_4_12.graph,WJ_uniform_multi,46734.0,85728.65632054176,0.8343958642645989,0.8343958642645989,0.029345372460496615,1000,3544
query_path_4_12.graph,WJ_importance_multi,46734.0,2127968.3021136047,44.53362224747731,44.53362224747731,0.03657908294693457,1000,3882
query_path_4_13.graph,WJ_uniform_multi,296183.0,378065.46206896554,0.2764590205007227,0.2764590205007227,0.08017241379310344,1000,1160
query_path_4_13.graph,WJ_importance_multi,296183.0,787115.5286578063,1.6575310826678316,1.6575310826678316,0.13780918727915195,1000,1132
query_path_4_14.graph,WJ_uniform_multi,1836474.0,6704256.681238616,2.6506134479652945,2.6506134479652945,0.3843351548269581,1000,1098
query_path_4_14.graph,WJ_importance_multi,1836474.0,9404242.594132321,4.120814448847259,4.120814448847259,0.4217749313815188,1000,1093
query_path_4_15.graph,WJ_uniform_multi,283607.0,1539379.6659003831,4.427862027031713,4.427862027031713,0.31340996168582375,1000,1305
query_path_4_15.graph,WJ_importance_multi,283607.0,1096393.9875608308,2.865891841741673,2.865891841741673,0.48621745788667686,1000,1306
query_path_4_16.graph,WJ_uniform_multi,93742.0,222836.33155893537,1.3771237178525675,1.3771237178525675,0.02167300380228137,1001,2630
query_path_4_16.graph,WJ_importance_multi,93742.0,361557.8629354445,2.8569463307316307,2.8569463307316307,0.022619481940897482,1000,2741
query_path_4_17.graph,WJ_uniform_multi,70146.0,99149.56792577865,0.41347429540927,0.41347429540927,0.03412856196156395,1000,3018
query_path_4_17.graph,WJ_importance_multi,70146.0,128800.65693397287,0.8361796386675345,0.8361796386675345,0.04432734035957842,1000,3226
query_path_4_18.graph,WJ_uniform_multi,296183.0,136084.08333333334,-0.5405405329362815,0.5405405329362815,0.07725694444444445,1001,1152
query_path_4_18.graph,WJ_importance_multi,296183.0,246417.8585803999,-0.16802159955027843,0.16802159955027843,0.11634103019538189,1001,1126
query_path_4_19.graph,WJ_uniform_multi,70146.0,80675.21943573668,0.15010434573228243,0.15010434573228243,0.025391849529780564,1000,3190
query_path_4_19.graph,WJ_importance_multi,70146.0,130361.49935745404,0.8584309776388396,0.8584309776388396,0.042143090493302844,1001,3061
query_path_4_2.graph,WJ_uniform_multi,46734.0,88598.04632152588,0.8957942038243223,0.8957942038243223,0.03514986376021798,1001,3670
query_path_4_2.graph,WJ_importance_multi,46734.0,330062.7996912622,6.062583979356832,6.062583979356832,0.0376285868976719,1001,3694
query_path_4_20.graph,WJ_uniform_multi,93742.0,32240.12491513917,-0.6560759860559924,0.6560759860559924,0.021045485403937542,1001,2946
query_path_4_20.graph,WJ_importance_multi,93742.0,204743.62170632105,1.1841183429660243,1.1841183429660243,0.02775721687638786,1002,2702
query_path_4_21.graph,WJ_uniform_multi,2636.0,8836.458015267175,2.3522223123168344,2.3522223123168344,0.03258954785672343,1000,3406
query_path_4_21.graph,WJ_importance_multi,2636.0,11936.660467035535,3.528323394171296,3.528323394171296,0.03566047212456052,1001,3982
query_path_4_3.graph,WJ_uniform_multi,1836474.0,7650429.939505042,3.165825347652644,3.165825347652644,0.37396883593033914,1000,1091
query_path_4_3.graph,WJ_importance_multi,1836474.0,9782080.891248856,4.326555612139815,4.326555612139815,0.51183970856102,1000,1098
query_path_4_9.graph,WJ_uniform_multi,375950.0,1267770.3881700553,2.372178183721387,2.372178183721387,0.2088724584103512,1000,541
query_path_4_9.graph,WJ_importance_multi,375950.0,1371971.8215730977,2.649346513028588,2.649346513028588,0.32532347504621073,1000,541
query_path_6_100.graph,WJ_uniform_multi,998754.0,321951.83235867444,-0.6776465151992639,0.6776465151992639,0.0024366471734892786,1001,12312
query_path_6_100.graph,WJ_importance_multi,998754.0,692215.3869133684,-0.3069210366983578,0.3069210366983578,0.005288810536140206,1001,9643
query_path_6_101.graph,WJ_uniform_multi,581304.0,89490.91525423729,-0.8460514373645506,0.8460514373645506,0.016142050040355124,1002,2478
query_path_6_101.graph,WJ_importance_multi,581304.0,1429039.5149918946,1.4583342192585886,1.4583342192585886,0.02217125382262997,1002,2616
query_path_6_102.graph,WJ_uniform_multi,3999965.0,9914570.774451097,1.4786643819261163,1.4786643819261163,0.06387225548902195,1001,501
query_path_6_102.graph,WJ_importance_multi,3999965.0,2506046.2319772947,-0.37348295998157616,0.37348295998157616,0.10578842315369262,1001,501
query_path_6_103.graph,WJ_uniform_multi,1643774.0,62685.227642276426,-0.9618650570928386,0.9618650570928386,0.0040650406504065045,1003,3444
query_path_6_103.graph,WJ_importance_multi,1643774.0,195959.87989327556,-0.8807866045494847,0.8807866045494847,0.005895924122019995,1002,3901
query_path_6_104.graph,WJ_uniform_multi,1509704.0,405789.8881987578,-0.7312122851905024,0.7312122851905024,0.006211180124223602,1001,3381
query_path_6_104.graph,WJ_importance_multi,1509704.0,11797717.98489176,6.814590134815672,6.814590134815672,0.008802816901408451,1003,3408
query_path_6_105.graph,WJ_uniform_multi,3999965.0,13614129.397979798,2.403562130663593,2.403562130663593,0.06060606060606061,1000,495
query_path_6_105.graph,WJ_importance_multi,3999965.0,10216749.509285582,1.5542097266565038,1.5542097266565038,0.15020576131687244,1002,486
query_path_6_107.graph,WJ_uniform_multi,1643774.0,164712.12480169223,-0.8997963681128353,0.8997963681128353,0.005817028027498678,1002,3782
query_path_6_107.graph,WJ_importance_multi,1643774.0,693648.4387214587,-0.5780147156960393,0.5780147156960393,0.004613297150610584,1003,3685
query_path_6_110.graph,WJ_uniform_multi,1509704.0,185258.4167832168,-0.8772882520128337,0.8772882520128337,0.007692307692307693,1003,2860
query_path_6_110.graph,WJ_importance_multi,1509704.0,444975.83408564696,-0.7052562395769986,0.7052562395769986,0.011818181818181818,1001,3300
query_path_6_113.graph,WJ_uniform_multi,581304.0,175546.1522401044,-0.6980131699762872,0.6980131699762872,0.013049151805132666,1001,2299
query_path_6_113.graph,WJ_importance_multi,581304.0,1275637.0206563517,1.1944404660149452,1.1944404660149452,0.01870503597122302,1000,2780
query_path_6_114.graph,WJ_uniform_multi,1972571.0,50221503.55378909,24.45992187545548,24.45992187545548,0.013248542660307366,1002,3774
query_path_6_114.graph,WJ_importance_multi,1972571.0,1301826.737090087,-0.3400355489916018,0.3400355489916018,0.01488833746898263,1002,4030
query_path_6_115.graph,WJ_uniform_multi,917724.0,1094320.480874317,0.1924287485936044,0.1924287485936044,0.006652411499168448,1000,4209
query_path_6_115.graph,WJ_importance_multi,917724.0,286836.7647356185,-0.6874476806364239,0.6874476806364239,0.013440165417420522,1002,3869
query_path_6_116.graph,WJ_uniform_multi,702727.0,187720.66686460807,-0.7328682875930368,0.7328682875930368,0.01157957244655582,1000,3368
query_path_6_116.graph,WJ_importance_multi,702727.0,251453.168072931,-0.6421751717623899,0.6421751717623899,0.015086206896551725,1000,3248
query_path_6_117.graph,WJ_uniform_multi,1972571.0,6236948.369651205,2.1618372011203677,2.1618372011203677,0.00719165767709457,1000,5562
query_path_6_117.graph,WJ_importance_multi,1972571.0,38279972.349216,18.40613156596949,18.40613156596949,0.010659297275957363,1000,5066
query_path_6_118.graph,WJ_uniform_multi,544536.0,171466.0650406504,-0.6851152815596206,0.6851152815596206,0.007200929152148664,1001,4305
query_path_6_118.graph,WJ_importance_multi,544536.0,5074117.928235774,8.318241453706962,8.318241453706962,0.0176342919153554,1001,3686
query_path_6_119.graph,WJ_uniform_multi,1657561.0,517640.04017408774,-0.6877098096696967,0.6877098096696967,0.006695681285570807,1001,2987
query_path_6_119.graph,WJ_importance_multi,1657561.0,535976.0811429247,-0.676647748624078,0.676647748624078,0.007731958762886598,1000,3492
query_path_6_120.graph,WJ_uniform_multi,3999965.0,2034227.8449612404,-0.4914385888473423,0.4914385888473423,0.029900332225913623,1001,903
query_path_6_120.graph,WJ_importance_multi,3999965.0,1134377.8116442985,-0.7164030656157495,0.7164030656157495,0.08037825059101655,1000,846
query_path_6_122.graph,WJ_uniform_multi,581304.0,320444.795,-0.4487483399391713,0.4487483399391713,0.013928571428571429,1000,2800
query_path_6_122.graph,WJ_importance_multi,581304.0,1478945.1610537497,1.5441854194255498,1.5441854194255498,0.016556291390728478,1000,2718
query_path_6_123.graph,WJ_uniform_multi,1657561.0,189424.7672413793,-0.8857207866006866,0.8857207866006866,0.0049261083743842365,1001,3248
query_path_6_123.graph,WJ_importance_multi,1657561.0,579596.8404032383,-0.6503315169678592,0.6503315169678592,0.008583690987124463,1002,3262
query_path_6_124.graph,WJ_uniform_multi,3999965.0,2597133.2948255115,-0.3507109950148285,0.3507109950148285,0.049338146811071,1000,831
